KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Türkçe,Greek,Dutch,Vietnamese
RottenFood,Spoiled Food,Verdorbenes Lebensmittel,Nourriture avariée,Cibo Ammuffito,Comida podrida,Comida Estragada,Comida Estragada,Zepsute jedzenie,Испорченная еда,腐敗食品,变质食物,煮食,버려진 식량,Çürümüş Gıda,Χαλασμένο Φαγητό,Bedorven eten,Thực phẩm đã hư
Sandwich,Sandwich,Sandwich,Sandwich,Sandwich,Sandwich,Sanduíche,Sanduíche,Kanapka,Сэндвич,サンドイッチ,三明治,三明治,샌드위치,Sandviç,Σάντουιτς,Boterham,Bánh mì sandwich
SathiumIngot,Sathium Ingot,Sathiumbarren,Lingot de Sathium,Lingotto di Sathium,Lingote de Sathium,Lingote Sathium,Barra de Sátio,Sztabka satium,Сатиевый слиток,サシウムインゴット,钑锭,鎪錠,사디움 잉곳,Sathium Külçesi,Μπάρα Σάθιου,Sathium staaf,Thỏi Sathium
SeaWeed,Seaweed,Meeresalgen,Algues,Alghe,Algas,Alga marinha,Algas,Wodorosty,Водоросли,海藻,海藻,海草,해초,Deniz Yosunu,Φύκια,Zeewier,Rong biển
SeaWeedSnack,Seaweed Snack,Meeresalgen Snack,En-cas aux algues,Snack di Alghe,Snack de algas,Snack Alga Marinha,Lanche de Algas Marinhas,Przekąska z wodorostów,Водорослевые чипсы,海藻スナック,海苔,海草小吃,해초 간식,Deniz Yosunu Aperatifi,Σνακ Φύκια,Zeewier snack,Snack rong biển
ShotgunKit,Shotgun Upgrade Kit,Schrotgewehr Upgrade-Bausatz,Kit amélioration fusil à pompe,Kit di Potenziamento Fucile a Pompa,Kit de actualización de metralleta,Conjunto Upgrade Caçadeira,Kit de Atualização de Escopeta,Zestaw ulepszeń do strzelby,Набор улучшения - Дробовик,ショットガンアップグレードキット,散弹枪升级包,霰彈槍升級套件,샷건 업그레이드 키트,Pompalı Tüfek Yükseltme Paketi,Κιτ Αναβάθμισης για Shotgun,Jachtgeweer upgrade kit,Bộ nâng cấp súng shotgun
SiliconIngot,Silicon Ingot,Siliziumbarren,Lingot de Silicium,Lingotto di Silicio,Lingote de silicio,Lingote de silicio,Barra de Silício,Sztabka krzemu,Кремниевый слиток,シリコンインゴット,硅锭,矽錠,실리콘 잉곳,Silikon Külçesi,Μπάρα Σιλικόνης,Silicium staaf,Thỏi Silicon
SniperKit,Sniper Upgrade Kit,Scharfschützengewehr Upgrade-Bausatz,Kit amélioration fusil sniper,Kit di Potenziamento Fucile da Cecchino,Kit de actualización de francotirador,Conjunto Upgrade Sniper,Kit de Atualização de Arma de Precisão,Zestaw ulepszeń do karabinu snajperskiego,Набор улучшения - Снайпер,スナイパーアップグレードキット,狙击枪升级包,狙擊槍升級套件,스나이퍼 업그레이드 키트,Keskin Nişancı Yükseltme Paketi,Κιτ Αναβάθμισης Sniper,Scherpshuttersgeweer upgrade kit,Bộ nâng cấp súng trường bắn tỉa
Steak,Grilled Steak,Gegrilltes Steak,Steak grillé,Bistecca Grigliata,Chuleta a la brasa,Bife Grelhado,Bife Grelhado,Grillowany stek,Жаренный стейк,ステーキ,烤肉,烤牛排,구운 스테이크,Izgara Biftek,Ψημένη Μπριζόλα,Gegrilde biefstuk,Bò bít tết
SteamedTrumpetStalks,Steamed Trumpet Greens,Gedünstete Trumpet Greens,Trompettes vertes à la vapeur,Fagiolini al Vapore,Judías verdes al vapor,Verdura Trompete Cozida,Trompetes Verdes Cozidos,Zielone trąbki na parze,Тушеный трубочник зеленый,トランペットビーンズ,清蒸喇叭菜,蒸綠喇叭草,찐 트럼펫 그린,Buğulanmış Boru Yaprakları,Λαχανικά στον Ατμό,Gestoomde trompetgroeten,
SteelPlate,Steel Plate,Stahlplatte,Plaque acier,Lastra d'Acciaio,Placa de acero,Chapa de aço,Placa de Aço,Stalowa blacha,Стальная пластина,スチールプレート,钢板,鋼板,강판,Çelik Levha,Πλάκα Ατσάλι,Stalen plaat,Tấm thép
SteelPlateArmored,Hardened Steel Plate,Gehärtete Stahlplatte,Plaque acier blindé,Lastra d'Acciaio Indurita,Bloque de acero endurecido,Chapa de Aço Temperado,Placa de Aço Reforçado,Utwardzona stalowa blacha,Пластина из закаленной стали,硬化スチールプレート,加固钢板,硬化鋼板,경화 강판,Güçlendirilmiş Çelik Levha,Ενισχυμένη Πλάκα Ατσάλι,Gehard stalen plaat,Tấm thép cứng
Stew,Dino Stew Royal,Dino-Eintopf Royal,Ragoût royal de Dino,Stufato di Carne,Estofado de dino,Guisado Real Dino,Ensopado de Dino Real,Dino gulasz królewski,Тушеный динозавр по-королевски,ロイヤルディノシチュー,皇家炖恐龙大餐,皇家燉恐龍肉,디노 스튜 로얄,Dino Kraliyet Güveci,Βασιλικό Στιφάδο Δεινοσαύρου,Dinosaurus stoofpot,
Tomato,Tomatoes,Tomaten,Tomates,Pomodori,Tomates,Tomates,Tomates,Pomidory,Томаты,トマト,番茄,番茄,토마토,Domatesler,Ντομάτες,Tomaten,Cà chua
TrumpetStalkBundle,Trumpet Stalk Bundle,Trumpet Stielbündel,Tiges Trompette,Fascio di Fagiolini,Ramillete de tallos pixie,Braçado de Caules Trompete,Punhado de Trompetes Verdes,Wiązka trąbki,Пучок стеблей трубочника,トランペットの軸-束,喇叭菜捆,喇叭草杆群,트럼펫 스토크 번들,Boru Sapı Demeti,Trumpet Stalk Bundle,Trompetsteel bundel,
Varonroot,Varon Root,Varon-Wurzel,Racine de Varon,Radice di Varon,Raíz Varon,Raiz Varon,Raiz de Varon,Korzeń Varona,Варон-корень,ヴァロンの苗,瓦伦草根,瓦倫根,바론 뿌리,Varon Kökü,Ρίζα Varon,Varon wortel,
VeggieBurger,Veggie Burger,Veggie-Burger,Hamburger végétarien,Hamburger Vegetariano,Hamburguesa vegetariana,Hambúrguer Vegetariano,Sanduíche de Vegetais,Wegetariański burger,Вегетарианский бургер,ベジタブルバーガー,素汉堡,素肉餅,채소 버거,Vejetaryen Burger,Μπέργκερ Λαχανικών,Vegetarische burger,
VeggiePatty,Veggie Patty,Veggie-Patty,Emincé de légumes,Carne Vegetale,Tortita vegetariana,Patty Vegetariano,Empada de Vegetais,Wegetariański pierogi,Вегетарианский пирожок,ベジタブルパティ,素食派,素餡餅,채소 패티,Vejetaryen Böreği,Μπιφτέκι Λαχανικών,Vegetarisch pasteitje,
Waffles,Waffles,Waffeln,Gauffres,Cialde,Waffles,Waffles,Waffles,Gofry,Вафли,ワッフル,华夫饼,華夫餅,와플,Gözleme,Βάφλες,Wafels,
WaterBottle,Purified Water,Gereinigtes Wasser,Eau purifiée,Acqua Purificata,Agua purificada,Água Purificada,Água Purificada,Woda destylowana,Очищенная вода,精製水,纯净水,純淨水,정제수,Arıtılmış Su,Εξαγνισμένο Νερό,Gezuiverd water,Nước tinh khiết
WaterBottleEmpty,Empty water bottle,Leere Wasserflasche,Bouteille d'eau vide,Bottiglia d'Acqua Vuota,Botella de agua vacía,Garrafa de água vazia,Pote de água vazio,Pusta butelka,Пустая бутылка,空のボトル,空水瓶,空水瓶,빈 물병,Boş su şişesi,Άδειο Μπουκάλι Νερού,Lege waterfles,
WaterJug,Water Container,Wasserkanister,Container d'eau,Tanica d'Acqua,Jarra de agua,Jarro de água,Galão de Água,Baniak z wodą,Емкость с водой,ウォーターボトル,装水容器,水缸,물 주전자,Su Testisi,Κανάτα Νερού,Waterkan,Bình đựng nước
TexturedPlantProtein,Textured Plant Protein,Texturiertes Pflanzeneiweiß,Protéines végétales texturées,Proteine Vegetali Texturizzate,Planta de proteina texturizada,Proteína de Planta Texturizada,Planta de Proteína Texturizada,Chropowate białko roślinne,Растительный белок,プロテイン,粗植物蛋白,粗植物蛋白,텍스처 식물 단백질,Dokulu Bitki Proteini,Τεχνητή Φυτική Πρωτεΐνη,getextureerde plantaardige eiwitten,
Wheat,Wheat,Weizen,Blé,Grano,Trigo,Trigo,Trigo,Pszenica,Пшеница,小麦,小麦,小麥,밀,Buğday,Σιτάρι,Tarwe,Lúa mì
WoodLogs,Wood Logs,Holzstämme,Rondins de bois,Tronchi di Legno,Tronco de madera,Troncos de madeira,Troncos de Madeira,Kłody drewna,Бревна,丸太,原木,原木,목재 통나무,Odun,Κούτσουρα,Houten stammen,Gỗ thô
WoodPlanks,Wood Planks,Holzlatten,Planches de bois,Assi di Legno,Listones de madera,Pranchas de madeira,Tábuas de Madeira,Deski,Доски,木材,木板,木板,목재 널빤지,Ahşap Plakalar,Ξύλινες Σανίδες,Houten planken,Ván gỗ
ZascosiumIngot,Zascosium Ingot,Zascosiumbarren,Lingot de Zascosium,Lingotto di Zascosium,Lingote de Zascosium,Lingote Zascosium,Barra de Zascosio,Sztabka zaskosium,Заскозиевый слиток,ザスコシウムインゴット,铡锭,釓錠,자코지움 잉곳,Zascosium Külçesi,Μπάρα Ζωζόσιου,Zascosium staaf,Thỏi Zascosium
srvExitWarning,"WARNING: In {0} minute(s), the server will shutdown! Please log out timely to avoid data loss.","WARNUNG: In {0} Minuten wird der Server heruntergefahren. Bitte rechtzeitig ausloggen, um Datenverlust zu vermeiden.",ATTENTION: dans {0} minute(s) le serveur sera arrêté. Déconnectez-vous à temps pour éviter de perdre des données.,AVVISO: Tra {0} minuto(i) il server sarà arrestato. Si prega di disconnersi ora per evitare la perdita di dati.,"Advertencia: En {0} minuto(s), el servidor se apagará Sal con tiempo para evitar pérdida de datos","AVISO: Dentro de {0} minuto(s), o servidor vai encerrar! Encerre a sessão atempadamente para evitar perda de dados.","ATENÇÃO: Em {0} minuto (s), o servidor será desligado! Deslogue antes para evitar a perda de dados.",UWAGA: Za {0} minut serwer zostanie wyłączony. Prosimy natychmiast się wylogować w celu uniknięcia utraty danych.,"ВНИМАНИЕ: Через {0} мин. сервер будет отключен! Пожалуйста, во избежание потери данных отключитесь вовремя.",警告:{0}分でサーバーがシャットダウンされます！データの損失を回避するために、早急にログアウトしてください。,警告：服务器将在 {0} 分钟后关闭，请及时退出以免丢失数据。,警告：伺服器將在{0}分鐘後關閉！請及時登出避免資料遺失。,경고: {0}분 후에 서버가 종료됩니다. 데이터를 잃지 않도록 그 전에 로그아웃하십시오.,"UYARI: {0} dakika içinde, sunucu kapanacak! Veri kaybını önlemek için lütfen zamanında çıkış yapın.","ΠΡΟΕΙΔΟΠΟΙΗΣΗ: Σε {0} minute(s), ο server θα κλείσει! Παρακαλώ βγες πριν κλείσει για να αποφύγεις τυχόν απώλειες.","WAARSCHUWING: In {0} minuut(en), zal de server afsluiten! Log op tijd uit om dataverlies te voorkomen.",
srvNoPermission,Permission error: Command '{0}' cannot be executed by client {1},Berechtigungsfehler: Kommando '{0}' kann nicht von Anwender {1} ausgeführt werden,Erreur d'autorisation: la commande '{0}' ne peut être exécutée par le client {1},Errore di Autorizzazione: Il Comando '{0}' non può essere eseguito dal client {1},Error de permiso: La orden '{0}' no puede ser ejecutada por el cliente {1},Erro de permissão: Comando '{0}' não pode ser executado pelo cliente {1},Erro de permissão: Comando '{0}' não pode ser executado pelo cliente {1},Błąd uprawnień: Użytkownik {1} nie ma uprawnień do komendy '{0}',Ошибка доступа: Команда '{0}' не может быть выполнена клиентом {1},アクセス権エラー:コマンドは '{0}'クライアントで実行することはできません。{1},权限错误：{1}客户端无法执行 '{0}' 命令。,許可錯誤：指令'{0}'無法被用戶端{1}執行。,권한 오류: 클라이언트 {1}이(가) 명령 '{0}'을(를) 실행할 수 없습니다.,"İzin hatası: '{0}' komutu, istemci {1} tarafından çalıştırılamaz",Σφάλμα Δικαιωμάτων: Η Εντολή '{0}' δεν μπορεί να εκτελεστή από τον πελάτη {1},Machtigingsfout: opdracht '{0}' kan niet worden uitgevoerd door client {1},
srvStopAllWarning,"WARNING: In {0} minute(s), all playfield servers will be stopped! After that you can reconnect within a minute.",WARNUNG: In {0} Minuten werden alle Spielfeld-Server gestoppt. Danach kannst du dich innerhalb einer Minute wieder einloggen.,ATTENTION dans {0} minute(s) tous les serveurs s'arrêteront. Vous pourrez vous reconnecter après une minute.,AVVISO: Tra {0} minuto(i) tutti i server scenario saranno arrestati! Potrai riconnetterti nel giro di qualche minuto.,"Advertencia: En {0} minuto(s), se pararán todos los campos de juego Después puedes volver a conectarte en un minuto.","AVISO: Dentro de {0} minuto(s), todos os servidores de campos de jogo serão parados! Depois disto, pode restabelecer ligação dentro de um minuto.","ATENÇÃO: Em {0} minuto(s), todos setores do servidor serão desligados! Você poderá reconectar em um minuto.",UWAGA: Za {0} minut wszystkie strefy zostaną wyłączone! Powrót do gry będzie możliwy w przeciągu około minuty po restarcie.,ВНИМАНИЕ: Через {0} мин. все сервера игровых полей будут остановлены! После этого вы сможете переподключится в течение нескольких минут.,警告:{0}分ですべてのプレイフィールドのサーバーが停止されます！,警告：玩家活动区服务器将在 {0} 分钟后关闭，请稍后重连。,警告：全部遊戲場地伺服器將在{0}分鐘後暫停！在此之後您可以在一分鐘內重連。,경고: {0}분 후에 모든 플레이필드 서버가 중단됩니다! 그 후에는 1분 안에 다시 연결하실 수 있습니다.,"UYARI: {0} dakika içinde, tüm oyun alanı sunucuları durdurulacaktır! Bundan sonra bir dakika içinde yeniden bağlanabilirsiniz.","ΠΡΟΕΙΔΟΠΟΙΗΣΗ: Σε {0} λεπτά, όλοι οι διακομιστές παιχνιδιών θα σταματήσουν! Μετά από αυτό, μπορείτε να επανασυνδεθείτε μέσα σε ένα λεπτό.","WAARSCHUWING: In {0} minuut(en), zullen alle speelvelden gestopt worden! Hierna kunt u binnen een minuut weer verbinden.",
srvStopWarning,"WARNING: In {0} minute(s), the '{1}' playfield will be stopped! After that you can reconnect within a minute.",WARNUNG: In {0} Minuten wird das '{1}' Spielfeld gestoppt. Danach kannst du dich innerhalb einer Minute wieder einloggen.,ATTENTION dans {0} minute(s) le serveur '{1}' s'arrêtera. Vous pourrez vous reconnecter après une minute.,AVVISO: Tra {0} minuto(i) lo scenario  '{1}' sarà arrestato! Potrai riconnetterti nel giro di qualche minuto.,"Advertencia: ¡En {0} minuto(s), el campo de juego '{1}' parará! Después puedes volver a conectarte en un minuto.","AVISO: Dentro de {0} minuto(s), o campo de jogo '{1}' será parado! Depois disto, pode restabelecer ligação dentro de um minuto.",ATENÇÃO: Em {0} minuto(s) o '{1}' servidor vai ser desligado! Você poderá reconectar em um minuto.,UWAGA: Za {0} minut strefa {1} zostanie wyłączona! Powrót do gry będzie możliwy w przeciągu około minuty po restarcie.,ВНИМАНИЕ: Через {0} мин. сервер '{1}' будет остановлен! После этого вы сможете переподключится в течение нескольких минут.,警告:{0}分で '{1}'サーバーが停止されます！,警告： '{1}' 服务器将在 {0} 分钟后关闭，请稍后重连。,警告：'{1}號遊戲場地將在{0}分鐘後暫停！在此之後您可以在一分鐘內重連。,경고: {0}분 후에 플레이필드 '{1}'이(가) 중단됩니다! 그 후에는 1분 안에 다시 연결하실 수 있습니다.,"UYARI: {0} dakika içinde, '{1}' oyun alanı durdurulacak! Bundan sonra bir dakika içinde yeniden bağlanabilirsiniz.","ΠΡΟΕΙΔΟΠΟΙΗΣΗ: Σε {0} λεπτά, το πεδίο παιχνιδιού {1} θα σταματήσει! Μετά από αυτό μπορείτε να επανασυνδεθείτε μέσα σε ένα λεπτό.","WAARSCHUWING: In {0} minuut(en), zal het '{1}' speelveld gestopt worden! Hierna kunt u binnen een minuut weer verbinden.",
SvrAccessNoWhitelist,Access denied: Not on whitelist of server.,Zugriff verweigert: Nicht auf Whitelist des Servers.,Accès interdit - vous n'êtes pas sur la liste blanche des serveurs.,Accesso Negato: Non hai il permesso del server.,Acceso denegado. No esta en la lista ni en el servidor,Acesso recusado: Não consta da lista segura do servidor.,Acesso negado: Não está na lista branca.,Odmowa dostępu: Użytkownik nie widnieje na whiteliście serwera.,Доступ запрещен: вас нет в белом списке сервера.,アクセスが拒否されました:サーバーのホワイトリストにありません。,拒绝访问：不在此服务器白名单中。,存取被拒絕：不在伺服器白名單內。,접근 거부됨: 서버의 화이트리스트에 없습니다.,Erişim engellendi: sunucunun beyaz listesinde değilsiniz.,Η πρόσβαση απορρίφθηκε: Δεν είναι στην λευκή λίστα του Server.,"Toegang geweigerd, niet op whitelist van de server",
SvrActivationError,Activation error: Please activate your account '{0}'.,Aktivierungsfehler: Bitte aktiviere deinen Account '{0}'.,Vous devez activer votre compte '{0}'.,Errore di Attivazione: Per favore attiva il tuo account '{0}'.,"Error de activación Por favor, activa tu cuenta '{0}'.",Erro de ativação: Ative a sua conta '{0}'.,Erro de ativação: Por favor ative sua conta '{0}'.,Błąd aktywacji: Proszę aktywować konto '{0}'.,Ошибка активации: Пожалуйста активируйте свой аккаунт '{0}'.,アクティベーションエラー: '{0}'アカウントを有効にしてください。,激活错误：请激活你的账号 '{0}'。,啟動錯誤：請啟動您的帳號'{0}'。,활성화 오류: '{0}' 계정을 활성화하십시오.,Etkinleştirme hatası: Lütfen '{0}' hesabınızı etkinleştirin.,Σφάλμα ενεργοποίησης: Ενεργοποιήστε το λογαριασμό σας '{0}'.,Activatiefout: Activeer uw account '{0}' alstublieft.,
SvrBannedPlayer,Ban of player '{0}' until {1}: {2}.,Bann des Spielers '{0}' bis {1}: {2}.,Joueur '{0}' banni jusqu'à {1}: {2}.,Ban del Giocatore '{0}' fino {1}: {2}.,Jugador '{0}' bloqueado hasta {1}: {2}.,Interdição de jogador '{0}' até {1}: {2}.,Jogado '{0}' banido até {1}: {2}.,Ban gracza '{0}' do {1}: {2}.,Игрок '{0}' забанен на {1}: {2}.,プレイヤー '{0}' から {1}: までをBAN {2}.,封禁玩家 '{0}' 直到 {1}: {2}。,玩家'{0}'被禁用至{1}:{2}。,{1}까지 플레이어 '{0}' 금지: {2}.,{0}' İsimli oyuncunun Ban Süresi: {1}: {2}.,Απαγόρευση του παίκτη '{0}' μέχρι {1}: {2}.,Speler '{0}' geblokkeerd tot {1}: {2}.,
